principio_activo,unidad_de_dispensacion,concentracion,unidad_base,nombre_comercial,fabricante,precio_por_tableta,factoresprecio,numerofactor
Orlistat,Capsula,Orlistat 120 mg,mg,Grazilan,Bioquifar,527.6197577,Bajo,1
Betahistina,Tableta,Betahistina 8 mg,mg,Vaio 8,Bioquifar,608.746988,Bajo,1
Rosuvastatina Y Ezetimiba,Tableta,Ezetimiba 10 mg + Rosuvastatina 20 mg,mg,Cardiomax Plus,Lafrancol,10815.5,Alto,3
Rosuvastatina Y Ezetimiba,Tableta,Ezetimiba 10 mg + Rosuvastatina 20 mg,mg,Cardiomax Plus,Lafrancol,2901.180305,Alto,3
Clomifeno,Tableta,Clomifeno 50 mg,mg,Zimaquin,Synthesis,7989.012037,Medio,2
Clomifeno,Tableta,Clomifeno 50 mg,mg,Zimaquin,Synthesis,3648.389831,Medio,2
Hidroxido De Aluminio,Frasco,"Hidroxido De Aluminio 2,39 g + Hidroxido De Aluminio 0,63 g",ml,Alginacid,Labquifar,10318.38565,Medio,2
Hidroxido De Aluminio,Frasco,"Hidroxido De Aluminio 2,39 g + Hidroxido De Aluminio 0,63 g",ml,Alginacid,Labquifar,6958.722741,Medio,2
Ibuprofeno Y Metocarbamol,Tableta,Metocarbamol 500 mg + Ibuprofeno 200 mg,mg,Espasmydol,Labquifar,756.3914583,Medio,2
Acetaminofen Y Tizanidina,Tableta,Tizanidina Clorhidrato 2 mg + Acetaminofen 325 mg,mg,Tizrelax,Joinpharm,3427.796622,Medio,2
Acetaminofen Y Tizanidina,Tableta,Acetaminofen 325 mg + Tizanidina Clorhidrato 2 mg,mg,Tizrelax,Joinpharm,2647.984444,Medio,2
Levetiracetam,Frasco,Levetiracetam 10 g,ml,Kopodex,Synthesis,26843.27559,Medio,2
Alginato De Sodio Y Simeticona,Frasco,"Simeticona 1 g + Alginato De Sodio 2,5 g",ml,Noprus,Eurofarma,15504.55769,Medio,2
Rosuvastatina,Tableta,Rosuvastatina 10 mg,mg,Rosuvastatina,Winthrop,4743.773835,Medio,2
Rosuvastatina,Tableta,Rosuvastatina 10 mg,mg,Rosuvastatina,Winthrop,131.8779163,Medio,2
Rosuvastatina,Tableta,Rosuvastatina 20 mg,mg,Rosuvastatina,Winthrop,5601.131746,Alto,3
Rosuvastatina,Tableta,Rosuvastatina 20 mg,mg,Rosuvastatina,Winthrop,197.2525603,Medio,2
Midazolam,Tableta,"Midazolam 7,5 mg",mg,Midazolam,Winthrop,2571.38,Medio,2
Midazolam,Tableta,"Midazolam 7,5 mg",mg,Midazolam,Winthrop,905.1084746,Medio,2
Aprepitant,Vial,Aprepitant 150 mg,mg,Emend,Merck Sharp Dome,119180,Medio,2
Propofol,Vial,Propofol 200 mg,ml,Troypofol,Troikaa,130000,Alto,3
Acido Valproico,Capsula,Acido Valproico 250 mg,mg,Ferbin C.L.,Novamed,828.6321017,Medio,2
Acido Valproico,Capsula,Acido Valproico 250 mg,mg,Ferbin C.L.,Novamed,400,Medio,2
Ginkgo Biloba,Tableta,Ginkgo Biloba 120 mg,mg,Paraman,Quimica Patric,1240,Medio,2
Dioxido De Carbono,Cilindro,Dioxido De Carbono 99 %,kg,Dioxido De Carbono Medicinal,Oxigenos De Colombia,9971.428571,Bajo,1
Dioxido De Carbono,Cilindro,Dioxido De Carbono 99 %,kg,Dioxido De Carbono Medicinal,Oxigenos De Colombia,8270.877959,Medio,2
Hidroclorotiazida E Irbesartan,Tableta,"Hidroclorotiazida 12,5 mg + Irbesartan 300 mg",mg,Irbesartan/Hidroclorotiazida,Tecnoquimicas,1207.92235,Medio,2
Hidroclorotiazida E Irbesartan,Tableta,"Hidroclorotiazida 12,5 mg + Irbesartan 300 mg",mg,Irbesartan/Hidroclorotiazida,Tecnoquimicas,980,Alto,3
Sultamicilina,Tableta,Sultamicilina 750 mg,mg,Sultamicilina,La Sante,11566.66121,Alto,3
Sultamicilina,Tableta,Sultamicilina 750 mg,mg,Sultamicilina,La Sante,2702.065017,Medio,2
Hidroclorotiazida Y Candesartan,Tableta,"Hidroclorotiazida 12,5 mg + Candesartan 16 mg",mg,Minart Plus,Merck,4831.866667,Medio,2
Hidroclorotiazida Y Candesartan,Tableta,"Hidroclorotiazida 12,5 mg + Candesartan 16 mg",mg,Minart Plus,Merck,3533.959064,Medio,2
Quetiapina,Tableta,Quetiapina 25 mg,mg,Quetiapina,Winthrop,277.2271022,Medio,2
Quetiapina,Tableta,Quetiapina 25 mg,mg,Quetiapina,Winthrop,138.7084997,Medio,2
Dipirona Sodica + Cafeina + Isometepteno,Frasco,Metamizol Sódico 300 mg + Cafeina 30 mg + Isometepteno Clorhidrato 50 mg,ml,Dosaldin,Labquifar,17087.17949,Medio,2
Dipirona Sodica + Cafeina + Isometepteno,Frasco,Metamizol Sódico 300 mg + Cafeina 30 mg + Isometepteno Clorhidrato 50 mg,ml,Dosaldin,Labquifar,13489.34783,Medio,2
Telmisartan Y Amlodipino,Tableta,Amlodipino 10 mg + Telmisartán 80 mg,mg,Micardis Amlo,Boehringer,2784.112369,Medio,2
Telmisartan Y Amlodipino,Tableta,Amlodipino 10 mg + Telmisartán 80 mg,mg,Micardis Amlo,Boehringer,2734.532705,Medio,2
Telmisartan Y Amlodipino,Tableta,Telmisartan 80 mg + Amlodipino 5 mg,mg,Micardis Amlo,Boehringer,2789.562118,Medio,2
Telmisartan Y Amlodipino,Tableta,Telmisartan 80 mg + Amlodipino 5 mg,mg,Micardis Amlo,Boehringer,2734.458158,Alto,3
Formoterol Y Budesonida,Inhalador,"Budesonida 80 mcg + Formoterol 4,5 mcg + Formoterol 4,5 mcg",dosis,Symbicort Rapihaler,Astrazeneca,46265,Medio,2
Formoterol Y Budesonida,Inhalador,"Budesonida 80 mcg + Formoterol 4,5 mcg + Formoterol 4,5 mcg",dosis,Symbicort Rapihaler,Astrazeneca,45188.03439,Medio,2
Ibuprofeno,Capsula,Ibuprofeno 400 mg,mg,Dolorsin,Novamed,1082.222459,Medio,2
Ibuprofeno,Capsula,Ibuprofeno 400 mg,mg,Dolorsin,Novamed,400,Medio,2
Acetaminofen,Tableta,Acetaminofen 500 mg,mg,Dolpirin,Biochem,331.3170513,Medio,2
Acetaminofen,Tableta,Acetaminofen 500 mg,mg,Dolpirin,Biochem,325.7138067,Medio,2
Acetaminofen + Cafeina + Acido Acetilsalicilico,Tableta,Acido Acetilsalicilico 250 mg + Cafeina 65 mg + Acetaminofen 250 mg,mg,Dolpirin Extra Fuerte,Biochem,1089.344118,Medio,2
Etilefrina,Ampolla,Etilefrina 10 mg,ml,Etilefrinaclorhidrato,Knovel Pharma,2029.312977,Medio,2
Nitrofurantoina,Capsula,Nitrofurantoina 100 mg,mg,Nitrofurantoina,Tecnoquimicas,347.978,Medio,2
Nitrofurantoina,Capsula,Nitrofurantoina 100 mg,mg,Nitrofurantoina,Tecnoquimicas,538.5492773,Medio,2
Triamcinolona,Vial,Triamcinolona 40 mg,ml,Deltrianolona,Delta,14056.20258,Medio,2
Saxagliptina,Tableta,Saxagliptina 5 mg,mg,Onglyza,Astrazeneca,4109,Medio,2
Saxagliptina,Tableta,Saxagliptina 5 mg,mg,Onglyza,Astrazeneca,3699,Medio,2
Dexametasona,Implante Intrauterino,"Dexametasona 0,7 mg",mg,Ozurdex,Abbvie,3152204.691,Medio,2
Dexametasona,Implante Intrauterino,"Dexametasona 0,7 mg",mg,Ozurdex,Abbvie,3115717,Medio,2
Polidocanol,Vial,"Polidocanol 0,1 g",ml,Etoxiven,Franco Arango,31908.03502,Medio,2
Propofol,Vial,Propofol 10 mg,ml,Propofol,Fresenius,1342.114815,Medio,2
Macrogol,Sobre,Polietilenglicol 17 g,g,Contumax,Asofarma,4476.022248,Medio,2
Macrogol,Sobre,Polietilenglicol 17 g,g,Contumax,Asofarma,1840.246086,Alto,3
Clindamicina,Ampolla,Clindamicina 600 mg,ml,Clindamicina,Corpaul,18.24357143,Bajo,1
Clindamicina,Ampolla,Clindamicina 600 mg,ml,Clindamicina,Corpaul,17.85825985,Bajo,1
Cilostazol,Tableta,Cilostazol 100 mg,mg,Cirvenzol,Bioquifar,621.0219675,Bajo,1
Cilostazol,Tableta,Cilostazol 100 mg,mg,Cirvenzol,Bioquifar,500,Medio,2
Fenofibrato,Capsula,Fenofibrato 200 mg,mg,Fenofib,Bioquifar,888.3333333,Bajo,1
Fenofibrato,Capsula,Fenofibrato 200 mg,mg,Fenofib,Bioquifar,455,Medio,2
Glucosamina Sulfato + Condroitina Sulfato + Metilsulfonilmetano,Sobre,"Condroitin Sulfato 1,2 g + Glucosamina Sulfato 1,5 g + Metilsulfonilmetano 2,4 g",g,Gluconitrin F,Bioquifar,4025.714286,Medio,2
Glucosamina Sulfato + Condroitina Sulfato + Metilsulfonilmetano,Sobre,"Metilsulfonilmetano 2,4 g + Condroitin Sulfato 1,2 g + Glucosamina Sulfato 1,5 g",g,Gluconitrin F,Bioquifar,4105,Medio,2
Acido Clavulanico Y Amoxicilina,Tableta,Acido Clavulanico 875 mg + Amoxicilina 125 mg,mg,Ipiclav,Ipca,4067.884921,Medio,2
Glucosamina Sulfato + Condroitina Sulfato + Metilsulfonilmetano,Sobre,"Metilsulfonilmetano 2,4 g + Condroitin Sulfato 1,2 g + Glucosamina Sulfato 1,5 g",g,Gluconitrin F,Bioquifar,2254.545455,Medio,2
Sevelamer Clorhidrato,Tableta,Sevelamer 800 mg,mg,Sertrex,Lafrancol,1866.447102,Bajo,1
Carboximetilcelulosa Sodica,Frasco,Carboximetilcelulosa 5 mg,ml,Carmelub Tears,Tecnoquimicas,49241.50484,Alto,3
Carboximetilcelulosa Sodica,Frasco,Carboximetilcelulosa 5 mg,ml,Carmelub Tears,Tecnoquimicas,5362,Medio,2
Carboximetilcelulosa Sodica,Frasco,Carboximetilcelulosa 10 mg,ml,Carmelub Tearsgel,Tecnoquimicas,54695.52643,Medio,2
Carboximetilcelulosa Sodica,Frasco,Carboximetilcelulosa 10 mg,ml,Carmelub Tearsgel,Tecnoquimicas,10565.35326,Medio,2
Carbonato De Litio,Tableta,Carbonato De Litio 300 mg,mg,Actilitio,Actifarma,4.87,Medio,2
Mometasona,Tubo,"Mometasona 2,148 g + Mometasona 1 g + Mometasona 0,1 g",g,Derma Q,Galeno Quimica,37802.19958,Bajo,1
Mometasona,Tubo,"Mometasona 2,148 g + Mometasona 1 g + Mometasona 0,1 g",g,Derma Q,Galeno Quimica,25862.46365,Medio,2
Mometasona,Tubo,"Mometasona 2,148 g + Mometasona 1 g + Mometasona 0,1 g",g,Derma Q,Galeno Quimica,50847.66169,Alto,3
Memantina,Tableta,Memantina 10 mg,mg,Memantina,Genfar,1869.620066,Alto,3
Memantina,Tableta,Memantina 10 mg,mg,Memantina,Genfar,529.9277778,Medio,2
Doxiciclina,Tableta,Doxiciclina 100 mg,mg,Doxiciclina,Tecnoquimicas,643.1645225,Medio,2
Doxiciclina,Tableta,Doxiciclina 100 mg,mg,Doxiciclina,Tecnoquimicas,192.2763962,Medio,2
Ibuprofeno,Ampolla,Ibuprofeno 10 mg,ml,Pedea,Recordati Rare Diseases,466689,Medio,2
Acetilcisteina,Sobre,N-Acetilcisteina 200 mg,g,Mucuspen,Comerfar,534.874523,Bajo,1
Tenofovir Disoproxil,Tableta,Tenofovir Disoproxil 300 mg,mg,Tenofovir,Humax,1013.691563,Medio,2
Nistatina Y Oxido De Zinc,Tubo,Nistatina 2 g + Oxido De Zinc 20 g,g,Nelind,Patmar,12163.65109,Bajo,1
Dienogest,Tableta,Dienogest 2 mg,mg,Visanne,Bayer,3693.173992,Alto,3
Dienogest,Tableta,Dienogest 2 mg,mg,Visanne,Bayer,3016,Medio,2
Somatostatina,Vial,Somatostatina 3 mg,mg,Delt-Somat,Delta,95333.08317,Bajo,1
Tapentadol,Tableta,Tapentadol 50 mg,mg,Palexis,Grunenthal,1808.396682,Medio,2
Tapentadol,Tableta,Tapentadol 50 mg,mg,Palexis,Grunenthal,1726.460899,Medio,2
Ibuprofeno,Frasco,Ibuprofeno 2 g,ml,Pire-Fen,Comerfar,12592.06218,Medio,2
Clobetasol,Tubo,"Clobetasol Propionato 0,05 g",g,Trimicort,Profma,9563.375712,Medio,2
Polidocanol,Vial,"Polidocanol 0,3 g",ml,Etoxiven,Franco Arango,36253.18486,Medio,2
Linezolid,Bolsa,Linezolid 2 mg,ml,Litasina,Mega Labs,37898.21155,Medio,2
Medroxiprogesterona Y Estrogeno,Ampolla,Acetato De Medroxiprogesterona 25 mg + Estradiol 5 mg,ml,Cyclofemina,Aulen,5901,Medio,2
Golimumab,Jeringa Prellenada,Golimumab 50 mg,ml,Simponi,Janssen,2615245,Medio,2
Golimumab,Jeringa Prellenada,Golimumab 50 mg,ml,Simponi,Janssen,2584209.879,Alto,3
Oligosacarido Meningococico Grupo C5 µg Conjugado,Vial,Oligosacarido Meningococico Grupo C5 µg Conjugado,mcg,Menveo,Glaxosmithkline,115540.6264,Medio,2
Oximetazolina,Frasco,"Oximetazolina 0,5 mg",ml,Oximetazolina Hcl,Tecnofar,8710.511195,Medio,2
Oximetazolina,Frasco,"Oximetazolina 0,5 mg",ml,Oximetazolina Hcl,Tecnofar,3542.432748,Alto,3
Oximetazolina,Frasco,"Oximetazolina 0,25 mg",ml,Oximetazolina Hcl,Tecnofar,10978.44362,Medio,2
Oximetazolina,Frasco,"Oximetazolina 0,25 mg",ml,Oximetazolina Hcl,Tecnofar,3641.129534,Medio,2
Iopamidol,Vial,"Iopamidol 612,4 mg",ml,Iopa,Bracco Imagi,106449.3116,Bajo,1
Iopamidol,Vial,"Iopamidol 612,4 mg",ml,Iopa,Bracco Imagi,106560.2431,Bajo,1
Iopamidol,Vial,"Iopamidol 612,4 mg",ml,Iopa,Bracco Imagi,197226.7623,Alto,3
Iopamidol,Vial,"Iopamidol 612,4 mg",ml,Iopa,Bracco Imagi,198364.2857,Alto,3
Iopamidol,Vial,Iopamidol 370 mg,ml,Iopa,Bracco Imagi,118650,Bajo,1
Iopamidol,Vial,Iopamidol 370 mg,ml,Iopa,Bracco Imagi,123277.0093,Alto,3
Iopamidol,Vial,Iopamidol 370 mg,ml,Iopa,Bracco Imagi,124200,Alto,3
Iopamidol,Vial,Iopamidol 370 mg,ml,Iopa,Bracco Imagi,121974.7774,Bajo,1
Hidroxido De Aluminio + Hidroxido De Magnesio + Simeticona,Frasco,"Hidroxido De Aluminio 4 g + Hidroxido De Magnesio 4 g + Simeticona 0,4 g",ml,Reflugax,Bd Farma,7708.636364,Medio,2
Levetiracetam,Tableta,Levetiracetam 500 mg,mg,Levetiracetam,Winthrop,879.3599124,Medio,2
Levetiracetam,Tableta,Levetiracetam 500 mg,mg,Levetiracetam,Winthrop,386.4359888,Medio,2
Gefitinib,Tableta,Gefitinib 250 mg,mg,Iressa,Astrazeneca,128835.6667,Alto,3
Dexametasona,Ampolla,Dexametasona 8 mg,ml,Dexametasona,Vitalis,1795.544948,Medio,2
Dexametasona,Ampolla,Dexametasona 8 mg,ml,Dexametasona,Vitalis,403.1211155,Medio,2
Indacaterol,Capsula Dura,Indacaterol 150 mcg,mcg,Onbrize,Novartis,2657,Medio,2
Indacaterol,Capsula Dura,Indacaterol 150 mcg,mcg,Onbrize,Novartis,2657,Medio,2
Diazepam,Ampolla,Diazepam 10 mg,ml,Diazepam,Biosano,152.9,Medio,2
Diazepam,Ampolla,Diazepam 10 mg,ml,Diazepam,Biosano,28.32695652,Medio,2
Fenitoina,Ampolla,Fenitoina 250 mg,ml,Fenitoína,Biosano,14.57455224,Bajo,1
Eltrombopag,Tableta,Eltrombopag 25 mg,mg,Revolade,Novartis,100128,Alto,3
Eltrombopag,Tableta,Eltrombopag 25 mg,mg,Revolade,Novartis,100128,Medio,2
Naproxeno,Tableta,Naproxeno 550 mg + Naproxeno 65 mg,mg,Lumbal Forte,Lafrancol,1961.219421,Medio,2
Naproxeno,Tableta,Naproxeno 65 mg + Naproxeno 550 mg,mg,Lumbal Forte,Lafrancol,1900.474264,Medio,2
Naproxeno,Tableta,Naproxeno 550 mg + Naproxeno 65 mg,mg,Lumbal Forte,Lafrancol,1130.067114,Medio,2
Alcohol Polivinilico,Frasco,Alcohol Polivinilico 14 mg,ml,Osmotears,Opharm,4490,Medio,2
Alcohol Polivinilico,Frasco,Alcohol Polivinilico 14 mg,ml,Osmotears,Opharm,4984,Medio,2
Dexametasona Y Ciprofloxacina,Frasco,Dexametasona 1 mg + Ciprofloxacina 3 mg,ml,Oq-Cort,Oftalmoquimica,59000,Bajo,1
Eltrombopag,Tableta,Eltrombopag 50 mg,mg,Revolade,Novartis,200257,Medio,2
Fenilefrina Y Desloratadina,Capsula,"Fenilefrina 20 mg + Desloratadina 2,5 mg",mg,Deslodex D,Novamed,6879.86723,Medio,2
Fenilefrina Y Desloratadina,Capsula,"Fenilefrina 20 mg + Desloratadina 2,5 mg",mg,Deslodex D,Novamed,4035.56701,Medio,2
Fenilefrina Y Desloratadina,Frasco,Fenilefrina 200 mg + Desloratadina 25 mg,ml,Deslodex D,Novamed,64323.36204,Medio,2
Fenilefrina Y Desloratadina,Frasco,Fenilefrina 200 mg + Desloratadina 25 mg,ml,Deslodex D,Novamed,49038.57567,Medio,2
Clobetasol Propionato,Tubo,"Clobetasol Propionato 0,05 g",g,Clobetasol,Tecnofar,12191.89586,Medio,2
Clobetasol Propionato,Tubo,"Clobetasol Propionato 0,05 g",g,Clobetasol,Tecnofar,4872.728659,Medio,2
Tinidazol,Tableta,Tinidazol 500 mg,mg,Tinidal,Patmar,1202.320325,Alto,3
Acetaminofen Y Tizanidina,Tableta,Tizanidina 2 mg + Acetaminofen 325 mg,mg,Algi - B,Mega Labs,3347.5,Medio,2
Acetaminofen Y Tizanidina,Tableta,Tizanidina 2 mg + Acetaminofen 325 mg,mg,Algi - B,Mega Labs,653.7869958,Medio,2
Acido Ibandronico,Ampolla,Acido Ibandronico 6 mg,ml,Bandro,Vitalis,270235.7385,Medio,2
Betametasona Y Antibioticos,Frasco,"Clotrimazol 1 g + Betametasona 0,051 g + Neomicina 0,875 g",ml,Trigentax,Chalver,48000,Medio,2
Betametasona Y Antibioticos,Frasco,"Clotrimazol 1 g + Betametasona 0,051 g + Neomicina 0,875 g",ml,Trigentax,Chalver,48000,Medio,2
Toxina Botulinica,Vial,Toxina Botulinica 200 U,U,Botox,Allergan,931198.9574,Medio,2
Duloxetina,Capsula,Duloxetina 60 mg,mg,Duxetina,Bussié,2168.632184,Medio,2
Duloxetina,Capsula,Duloxetina 60 mg,mg,Duxetina,Bussié,1896.997241,Medio,2
Aciclovir,Tubo,Aciclovir 5 g,g,Acivirol,Patmar,21590.28096,Alto,3
N-Butil Bromuro De Hioscina Y Acetaminofen,Tableta,N- Butil Bromuro De Hioscina 10 mg + Acetaminofen 325 mg,mg,Dolotrin Spas,Licol,1154.590164,Alto,3
N-Butil Bromuro De Hioscina Y Acetaminofen,Tableta,N- Butil Bromuro De Hioscina 10 mg + Acetaminofen 325 mg,mg,Dolotrin Spas,Licol,664,Alto,3
Acetaminofen + Fenilefrina + Cetirizina,Frasco,"Fenilefrina 100 mg + Acetaminofen 6,5 g + Cetirizina 50 mg",ml,Oxygrip,Eurofarma,9309,Alto,3
Budesonida,Inhalador,Budesonida 40 mcg,dosis,Budesynt,Faes Farma,115049.6622,Medio,2
Budesonida,Inhalador,Budesonida 40 mcg,dosis,Budesynt,Faes Farma,31264.32337,Medio,2
N- Butil Bromuro De Hioscina,Tableta,N- Butil Bromuro De Hioscina 10 mg,mg,Colespas,Labquifar,391.537415,Medio,2
N- Butil Bromuro De Hioscina,Tableta,N- Butil Bromuro De Hioscina 10 mg,mg,Colespas,Labquifar,150,Medio,2
Azitromicina,Envase,Azitromicina 15 mg,mg,Azydrop,Thea,12758.79167,Alto,3
Azitromicina,Envase,Azitromicina 15 mg,mg,Azydrop,Thea,7212.236715,Bajo,1
Mometasona,Tubo,"Mometasona 0,1 g",g,Furoderm,Incobra,23788.16772,Medio,2
Mometasona,Tubo,"Mometasona 0,1 g",g,Furoderm,Incobra,4911.823759,Medio,2
Acetilcisteina,Frasco,N-Acetilcisteina 4 g,ml,Aflux Adulto,Tecnofar,40797.50403,Alto,3
Acetilcisteina,Frasco,N-Acetilcisteina 4 g,ml,Aflux Adulto,Tecnofar,13169.37618,Medio,2
Sacaromices Boulardi,Capsula,Sacaromices Boulardi 250 mg,mg,Floratil,Biocodex,6252.811967,Medio,2
Sacaromices Boulardi,Capsula,Sacaromices Boulardi 250 mg,mg,Floratil,Biocodex,3909.111325,Medio,2
Icatibant,Jeringa Prellenada,Icatibant 30 mg,ml,Firazyr,Baxalta,5539780,Alto,3
Rotigotina,Parche,Rotigotina 18 mg,mg,Neupro,Ucb,16444,Medio,2
Rotigotina,Parche,Rotigotina 18 mg,mg,Neupro,Ucb,16171.74285,Medio,2
Rotigotina,Parche,"Rotigotina 13,5 mg",mg,Neupro,Ucb,12333,Medio,2
Rotigotina,Parche,"Rotigotina 13,5 mg",mg,Neupro,Ucb,12097.96567,Medio,2
Rotigotina,Parche,Rotigotina 9 mg,mg,Neupro,Ucb,8221.928571,Medio,2
Rotigotina,Parche,Rotigotina 9 mg,mg,Neupro,Ucb,8069.065086,Medio,2
Glicazida,Tableta,Glicazida 60 mg,mg,Diamicron,Les Laboratoires Servier,1055.8,Medio,2
Glicazida,Tableta,Glicazida 60 mg,mg,Diamicron,Les Laboratoires Servier,1057.166513,Medio,2
Multienzimas (Lipasa Proteasa Etc.),Capsula,Pancreatina 300 mg,mg,Creon,Lafrancol,4422.15,Medio,2
Multienzimas (Lipasa Proteasa Etc.),Capsula,Pancreatina 300 mg,mg,Creon,Lafrancol,2292.636,Medio,2
Duloxetina,Capsula,Duloxetina 60 mg,mg,Tq,Tecnoquimicas,2082.400588,Alto,3
Duloxetina,Capsula,Duloxetina 60 mg,mg,Tq,Tecnoquimicas,1946.277492,Medio,2
Ibuprofeno,Tableta,Ibuprofeno 600 mg,mg,Pire-Fen,Comerfar,602.108637,Medio,2
Duloxetina,Capsula,Duloxetina 30 mg,mg,Inmox,Tecnoquimicas,1042.764612,Alto,3
Duloxetina,Capsula,Duloxetina 30 mg,mg,Inmox,Tecnoquimicas,904.3660912,Medio,2
Ciprofloxacina,Tableta,Ciprofloxacina 500 mg,mg,Ciprofloxacino,La Sante,4.66,Bajo,1
Ciprofloxacina,Tableta,Ciprofloxacina 500 mg,mg,Ciprofloxacino,La Sante,653.6457343,Medio,2
Electrolitos Con Carbohidratos Rehidratacion Oral,Frasco,Electrolitos Con Carbohidratos Rehidratacion Oral,ml,Pedialyte Max Con Zinc,Abbott,6970.825254,Medio,2
Electrolitos Con Carbohidratos Rehidratacion Oral,Frasco,Electrolitos Con Carbohidratos Rehidratacion Oral,ml,Pedialyte Max Con Zinc,Abbott,6304.109378,Alto,3
Nitazoxanida,Tableta,Nitazoxanida 500 mg,mg,Nitazoxanida,Tecnoquimicas,4367.162727,Medio,2
Nitazoxanida,Tableta,Nitazoxanida 500 mg,mg,Nitazoxanida,Tecnoquimicas,1242.252772,Medio,2
Atorvastatina,Tableta,Atorvastatina 40 mg,mg,Estatlen,Siegfried,1371.355776,Medio,2
Atorvastatina,Tableta,Atorvastatina 40 mg,mg,Estatlen,Siegfried,76.40416027,Bajo,1
Difenoxilato + Sulfato De Atropina,Tableta,"Difenoxilato Clorhidrato 2,5 mg + Sulfato De Atropina 0,025 mg",mg,Lamdotil,Labquifar,856,Medio,2
Difenoxilato + Sulfato De Atropina,Tableta,"Difenoxilato Clorhidrato 2,5 mg + Sulfato De Atropina 0,025 mg",mg,Lamdotil,Labquifar,537.5,Medio,2
Meloxicam,Ampolla,Meloxicam 15 mg,ml,Meloxicam,Tecnoquimicas,4229.96555,Medio,2
Meloxicam,Ampolla,Meloxicam 15 mg,ml,Meloxicam,Tecnoquimicas,2979,Medio,2
Paclitaxel,Vial,Paclitaxel 100 mg,ml,Paclitaxel,Venus,31494.21727,Medio,2
Paclitaxel,Vial,Paclitaxel 100 mg,ml,Paclitaxel,Venus,30290.32258,Bajo,1
Isotetrinoina,Capsula,Isotretinoina 10 mg,mg,Isoface,Procaps,4231.966449,Alto,3
Isotetrinoina,Capsula,Isotretinoina 10 mg,mg,Isoface,Procaps,791.7407436,Bajo,1
Isotetrinoina,Capsula,Isotretinoina 20 mg,mg,Isoface,Procaps,5439.10664,Alto,3
Isotetrinoina,Capsula,Isotretinoina 20 mg,mg,Isoface,Procaps,1127.684099,Bajo,1
Moxifloxacina,Tableta,Moxifloxacina 400 mg,mg,Moxifloxacina,Tecnoquimicas,7314.491784,Medio,2
Moxifloxacina,Tableta,Moxifloxacina 400 mg,mg,Moxifloxacina,Tecnoquimicas,6764,Medio,2
Idursulfasa,Vial,Idursulfasa 6 mg,ml,Elaprase,Baxalta,8879861.898,Medio,2
Factor De Von Willebrand,Vial,Factor De Von Willebrand 1000 IU,IU,Wilfactin,Lfb,7323465.158,Medio,2
Betametasona,Tubo,"Betametasona 0,05 g",g,Betadipcrema,Profma,6410.640781,Alto,3
Meloxicam,Tubo,Meloxicam 1 g,g,Ocam,Galeno Quimica,33112.84685,Medio,2
Meloxicam,Tubo,Meloxicam 1 g,g,Ocam,Galeno Quimica,17616.62944,Alto,3
Duloxetina,Capsula,Duloxetina 60 mg,mg,Duloxetina,Mk,1935.641417,Medio,2
Duloxetina,Capsula,Duloxetina 60 mg,mg,Duloxetina,Mk,1907,Medio,2
Duloxetina,Capsula,Duloxetina 30 mg,mg,Duloxetina,Mk,980.4283615,Medio,2
Tamsulosina Y Dutasterida,Capsula,"Tamsulosina 0,4 mg + Dutasterida 0,5 mg",mg,Duodart,Glaxosmithkline,2011.032643,Medio,2
Tamsulosina Y Dutasterida,Capsula,"Tamsulosina 0,4 mg + Dutasterida 0,5 mg",mg,Duodart,Glaxosmithkline,1031.517569,Medio,2
Electrolitos Con Carbohidratos Rehidratacion Oral,Frasco,Electrolitos Con Carbohidratos Rehidratacion Oral,ml,Pedialyte Active,Abbott,6975.931783,Alto,3
Electrolitos Con Carbohidratos Rehidratacion Oral,Frasco,Electrolitos Con Carbohidratos Rehidratacion Oral,ml,Pedialyte Active,Abbott,5772.128205,Alto,3
Acido Ascorbico + Acido Folico + Fumarato Ferroso,Tableta,"Acido Ascorbico 70 mg + Acido Folico 0,4 mg + Fumarato Ferroso 60 mg",mg,Nuclevit Fol,Labquifar,264.1294075,Medio,2
Acido Ascorbico + Acido Folico + Fumarato Ferroso,Tableta,"Acido Ascorbico 70 mg + Acido Folico 0,4 mg + Fumarato Ferroso 60 mg",mg,Nuclevit Fol,Labquifar,175,Medio,2
Paliperidona,Jeringa Prellenada,Paliperidona 75 mg,ml,Invega Sustenna,Janssen,535869,Medio,2
Paliperidona,Jeringa Prellenada,Paliperidona 75 mg,ml,Invega Sustenna,Janssen,535341.4262,Medio,2
Paliperidona,Jeringa Prellenada,Paliperidona 100 mg,ml,Invega Sustenna,Janssen,47455.26667,Medio,2
Paliperidona,Jeringa Prellenada,Paliperidona 100 mg,ml,Invega Sustenna,Janssen,47432.03037,Medio,2
Paliperidona,Jeringa Prellenada,Paliperidona 150 mg,ml,Invega Sustenna,Janssen,927065,Medio,2
Paliperidona,Jeringa Prellenada,Paliperidona 150 mg,ml,Invega Sustenna,Janssen,926158.1653,Medio,2
Pregabalina,Capsula,Pregabalina 150 mg,mg,Pregabalina,Mk,1345.665895,Medio,2
Pregabalina,Capsula,Pregabalina 150 mg,mg,Pregabalina,Mk,536,Medio,2
Pregabalina,Capsula,Pregabalina 150 mg,mg,Preludyo,Tecnoquimicas,878.6363636,Alto,3
Pregabalina,Capsula,Pregabalina 150 mg,mg,Preludyo,Tecnoquimicas,1866.151404,Alto,3
